"target_id","ext_gene","num_aggregated_transcripts","sum_mean_obs_counts","pval","qval"
"ENSG00000206077","ZDHHC11B",7,20.3104608377665,7.06928764167168e-10,2.48788430075117e-07
"ENSG00000160439","RDH13",13,42.8356526836329,7.51823060292469e-10,2.60861423807112e-07
"ENSG00000127483","HP1BP3",13,66.7646072588435,7.7587963352998e-10,2.65469371833487e-07
"ENSG00000136160","EDNRB",2,3.32982137027489,8.0236798679973e-10,2.70771717189197e-07
"ENSG00000183696","UPP1",7,21.1930976107894,9.08720856062581e-10,3.02341892307053e-07
"ENSG00000135451","TROAP",11,34.221200846801,9.20464458008078e-10,3.02341892307053e-07
"ENSG00000186185","KIF18B",4,19.9561346324421,9.89920426981719e-10,3.20877496298614e-07
"ENSG00000100906","NFKBIA",7,29.1689319111969,1.01605407845927e-09,3.25071327569403e-07
"ENSG00000196975","ANXA4",8,38.2202834817383,1.20065402462209e-09,3.79206562776477e-07
"ENSG00000079482","OPHN1",14,49.7607600300253,1.25367276436488e-09,3.90939601900366e-07
"ENSG00000137699","TRIM29",13,30.5750901680191,1.76186762614189e-09,5.42545112125069e-07
"ENSG00000115977","AAK1",12,49.9027408104442,1.85204513942529e-09,5.63273234688174e-07
"ENSG00000285106","",5,16.896721205643,2.35702611199582e-09,6.99582388783336e-07
"ENSG00000179820","MYADM",9,42.5143385151893,2.34214227700828e-09,6.99582388783336e-07
"ENSG00000105357","MYH14",9,39.1635577253228,2.70399682335572e-09,7.93011449325811e-07
"ENSG00000104419","NDRG1",31,107.46048093991,3.07100452038142e-09,8.90049368936428e-07
"ENSG00000073910","FRY",7,23.5425080397002,4.02137958003172e-09,1.15193820876839e-06
