experiment  group   rep   R1    R2
A    PDOVCA_5_BEVA 1   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_B20_1/PDOVCA5_B20_1_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_B20_1/PDOVCA5_B20_1_R2_001.fastq.gz
A    PDOVCA_5_BEVA 2   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_B20_2/PDOVCA5_B20_2_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_B20_2/PDOVCA5_B20_2_R2_001.fastq.gz
A    PDOVCA_5_BEVA 3   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_B20_3/PDOVCA5_B20_3_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_B20_3/PDOVCA5_B20_3_R2_001.fastq.gz
A    PDOVCA_5_CTRL 1   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_CTRL1/PDOVCA5_CTRL1_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_CTRL1/PDOVCA5_CTRL1_R2_001.fastq.gz
A    PDOVCA_5_CTRL 2   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_CTRL2/PDOVCA5_CTRL2_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_CTRL2/PDOVCA5_CTRL2_R2_001.fastq.gz
A    PDOVCA_5_CTRL 3   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_CTRL3/PDOVCA5_CTRL3_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA5_CTRL3/PDOVCA5_CTRL3_R2_001.fastq.gz
A    PDOVCA_15_BEVA 1   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_1/PDOVCA15_B20_1_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_1/PDOVCA15_B20_1_R2_001.fastq.gz
A    PDOVCA_15_BEVA 2   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_2/PDOVCA15_B20_2_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_2/PDOVCA15_B20_2_R2_001.fastq.gz
A    PDOVCA_15_BEVA 3   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_3/PDOVCA15_B20_3_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_3/PDOVCA15_B20_3_R2_001.fastq.gz
A    PDOVCA_15_BEVA 4   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_4/PDOVCA15_B20_4_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_4/PDOVCA15_B20_4_R2_001.fastq.gz
A    PDOVCA_15_BEVA 5   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_5/PDOVCA15_B20_5_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_B20_5/PDOVCA15_B20_5_R2_001.fastq.gz
A    PDOVCA_15_CTRL 1   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL1/PDOVCA15_CTRL1_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL1/PDOVCA15_CTRL1_R2_001.fastq.gz
A    PDOVCA_15_CTRL 2   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL2/PDOVCA15_CTRL2_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL2/PDOVCA15_CTRL2_R2_001.fastq.gz
A    PDOVCA_15_CTRL 3   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL3/PDOVCA15_CTRL3_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL3/PDOVCA15_CTRL3_R2_001.fastq.gz
A    PDOVCA_15_CTRL 4   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL4/PDOVCA15_CTRL4_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL4/PDOVCA15_CTRL4_R2_001.fastq.gz
A    PDOVCA_15_CTRL 5   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL5/PDOVCA15_CTRL5_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA15_CTRL5/PDOVCA15_CTRL5_R2_001.fastq.gz
A    PDOVCA_126_BEVA 1   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_BEVA_1/PDOVCA126_BEVA_1_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_BEVA_1/PDOVCA126_BEVA_1_R2_001.fastq.gz
A    PDOVCA_126_BEVA 2   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_BEVA_2/PDOVCA126_BEVA_2_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_BEVA_2/PDOVCA126_BEVA_2_R2_001.fastq.gz
A    PDOVCA_126_BEVA 3   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_BEVA_3/PDOVCA126_BEVA_3_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_BEVA_3/PDOVCA126_BEVA_3_R2_001.fastq.gz
A    PDOVCA_126_BEVA 4   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_BEVA_4/PDOVCA126_BEVA_4_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_BEVA_4/PDOVCA126_BEVA_4_R2_001.fastq.gz
A    PDOVCA_126_CTRL 1   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_CTRL1/PDOVCA126_CTRL1_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_CTRL1/PDOVCA126_CTRL1_R2_001.fastq.gz
A    PDOVCA_126_CTRL 2   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_CTRL2/PDOVCA126_CTRL2_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_CTRL2/PDOVCA126_CTRL2_R2_001.fastq.gz
A    PDOVCA_126_CTRL 3   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_CTRL3/PDOVCA126_CTRL3_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_CTRL3/PDOVCA126_CTRL3_R2_001.fastq.gz
A    PDOVCA_126_CTRL 4   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_CTRL4/PDOVCA126_CTRL4_R1_001.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA126_CTRL4/PDOVCA126_CTRL4_R2_001.fastq.gz
A    PDOVCA_69_BEVA 1   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_BEVA1/s69_BEVA_NO_BUCHI_R1.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_BEVA1/s69_BEVA_NO_BUCHI_R2.fastq.gz
A    PDOVCA_69_BEVA 2   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_BEVA2/s69_BEVA_DX_R1.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_BEVA2/s69_BEVA_DX_R2.fastq.gz
A    PDOVCA_69_BEVA 3   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_BEVA3/s69_BEVA_SX_R1.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_BEVA3/s69_BEVA_SX_R2.fastq.gz
A    PDOVCA_69_BEVA 4   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_BEVA4/s69_BEVA_DXSX_R1.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_BEVA4/s69_BEVA_DXSX_R2.fastq.gz
A    PDOVCA_69_CTRL 1   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_CTRL1/s69_CTRL_NO_BUCHI_R1.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_CTRL1/s69_CTRL_NO_BUCHI_R2.fastq.gz
A    PDOVCA_69_CTRL 2   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_CTRL2/s69_CTRL_DX_R1.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_CTRL2/s69_CTRL_DX_R2.fastq.gz
A    PDOVCA_69_CTRL 3   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_CTRL3/s69_CTRL_SX_R1.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_CTRL3/s69_CTRL_SX_R2.fastq.gz
A    PDOVCA_69_CTRL 4   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_CTRL4/s69_CTRL_DXDX_R1.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA69_CTRL4/s69_CTRL_DXDX_R2.fastq.gz
A    PDOVCA_62_CTRL 1   /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA62_CTRL1/s62_CTRL_NO_BUCHI_R1.fastq.gz  /media/stephen/Elements/RNA-Seq-PDX/data/PDOVCA62_CTRL1/s62_CTRL_NO_BUCHI_R2.fastq.gz
